Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept
44519616,OMOP99679,ATRIPLA,Brand Name,Drug,DPD,Invalid,Non-standard
44646230,2300699,Atripla [Drug],Drug Product,Drug,DPD,Valid,Non-standard
44845034,24236029202,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
44900737,54569580500,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
44946832,15584010101,efavirenz 600 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Valid,Non-standard
44981616,35356006406,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45074420,63285001901,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45076090,68258199003,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45148683,024236292,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 600 mg/1 TABLET, FILM COATED [Atripla]",9-digit NDC,Drug,NDC,Valid,Non-standard
45241106,53808020801,efavirenz 600 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45276105,54868564300,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45319776,035356064,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 600; 200; 300 mg/1; mg/1; mg/1 TABLET, FILM COATED [Atripla]",9-digit NDC,Drug,NDC,Valid,Non-standard
45322488,24236029201,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45339497,24236029209,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45339878,35356006430,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45341202,47234010101,efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45627149,5c6c7ba4-6d42-4e07-a127-b3cf72c866ad,"ATRIPLA - efavirenz, emtricitabine, and tenofovir disoproxil fumarate tablet, film coated",Prescription Drug,Drug,SPL,Valid,Classification
45641973,076da359-b3d0-44f7-8c0e-662f5b7a8668,"ATRIPLA - efavirenz, emtricitabine, and tenofovir disoproxil fumarate tablet, film coated",Prescription Drug,Drug,SPL,Valid,Classification
45642821,2e97aa6d-09f7-46df-9499-63db7e9bac35,"ATRIPLA - efavirenz, emtricitabine, and tenofovir disoproxil fumarate tablet, film coated",Prescription Drug,Drug,SPL,Valid,Classification
45643038,3933c1fc-d27f-435a-a93b-51df960928e0,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 600mg/1 ORAL TABLET, FILM COATED [atripla]",Prescription Drug,Drug,SPL,Valid,Classification
45681415,2096a07e-8601-4bdc-ba5a-338a40cd02e9,"ATRIPLA - efavirenz, emtricitabine, and tenofovir disoproxil fumarate tablet, film coated",Prescription Drug,Drug,SPL,Valid,Classification
45691221,e8375bd8-5a5c-4d31-90e4-c4906c6e7ee2,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 200mg/1 / 300mg/1 / 600mg/1 ORAL TABLET, FILM COATED [atripla]",Prescription Drug,Drug,SPL,Valid,Classification
45706118,969b3a71-6ed6-4604-a2aa-ab8fe3624bcb,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 200mg/1 / 300mg/1 / 600mg/1 ORAL TABLET, FILM COATED [atripla]",Prescription Drug,Drug,SPL,Valid,Classification
45707296,ce27fa84-96f2-4e08-b724-12b8610ae087,Atripla,SPL,Drug,SPL,Valid,Non-standard
45785279,4555b72a-75ae-4fb2-acf8-4be1fa2e5592,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 200mg/1 / 300mg/1 / 600mg/1 ORAL TABLET, FILM COATED [atripla]",Prescription Drug,Drug,SPL,Valid,Classification
45812121,242360292,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 600mg/1 ORAL TABLET, FILM COATED [atripla]",9-digit NDC,Drug,NDC,Valid,Non-standard
45814569,353560064,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 200mg/1 / 300mg/1 / 600mg/1 ORAL TABLET, FILM COATED [atripla]",9-digit NDC,Drug,NDC,Valid,Non-standard
45868523,61958160101,efavirenz 600 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet [Atripla],11-digit NDC,Drug,NDC,Invalid,Non-standard
45896536,a1fc74cb-57e5-4f9f-a2b0-9807eb017879,"efavirenz, emtricitabine, and tenofovir disoproxil fumarate 200mg/1 / 300mg/1 / 600mg/1 ORAL TABLET, FILM COATED [atripla]",Prescription Drug,Drug,SPL,Valid,Classification
46303465,01243d39-ccf2-43ce-b9bf-b445b9c22c75,"ATRIPLA - efavirenz, emtricitabine, and tenofovir disoproxil fumarate tablet, film coated",Prescription Drug,Drug,SPL,Valid,Classification
46321220,7af4b5e9-f5bb-410c-8370-f74e04e7683b,"ATRIPLA ACCESS - efavirenz, emtricitabine, and tenofovir disoproxil fumarate tablet, film coated",Prescription Drug,Drug,SPL,Valid,Classification
46356776,24236029222,"ATRIPLA - efavirenz, emtricitabine, and tenofovir disoproxil fumarate tablet, film coated",11-digit NDC,Drug,NDC,Valid,Non-standard
