Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
10887	S14.137	Anterior cord syndrome at C7 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10888	S14.138	Anterior cord syndrome at C8 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10889	S14.139	Anterior cord syndrome at unspecified level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10890	S14.141	Brown-Sequard syndrome at C1 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10891	S14.142	Brown-Sequard syndrome at C2 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10892	S14.143	Brown-Sequard syndrome at C3 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10893	S14.144	Brown-Sequard syndrome at C4 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10894	S14.145	Brown-Sequard syndrome at C5 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10895	S14.146	Brown-Sequard syndrome at C6 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10896	S14.147	Brown-Sequard syndrome at C7 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10897	S14.148	Brown-Sequard syndrome at C8 level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
10898	S14.149	Brown-Sequard syndrome at unspecified level of cervical spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11261	S24.131	Anterior cord syndrome at T1 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11262	S24.132	Anterior cord syndrome at T2-T6 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11263	S24.133	Anterior cord syndrome at T7-T10 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11264	S24.134	Anterior cord syndrome at T11-T12 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11265	S24.139	Anterior cord syndrome at unspecified level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11266	S24.141	Brown-Sequard syndrome at T1 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11267	S24.142	Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11268	S24.143	Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11269	S24.144	Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
11270	S24.149	Brown-Sequard syndrome at unspecified level of thoracic spinal cord	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19224	T74.4	Shaken infant syndrome	4-char nonbill code	Observation	ICD10CM	Valid	Non-standard
19232	T75.21	Pneumatic hammer syndrome	5-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19233	T75.22	Traumatic vasospastic syndrome	5-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19275	T79.A0	Compartment syndrome, unspecified	5-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19276	T79.A11	Traumatic compartment syndrome of right upper extremity	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19277	T79.A12	Traumatic compartment syndrome of left upper extremity	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19278	T79.A19	Traumatic compartment syndrome of unspecified upper extremity	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19279	T79.A21	Traumatic compartment syndrome of right lower extremity	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19280	T79.A22	Traumatic compartment syndrome of left lower extremity	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19281	T79.A29	Traumatic compartment syndrome of unspecified lower extremity	6-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19282	T79.A3	Traumatic compartment syndrome of abdomen	5-char nonbill code	Condition	ICD10CM	Valid	Non-standard
19283	T79.A9	Traumatic compartment syndrome of other sites	5-char nonbill code	Condition	ICD10CM	Valid	Non-standard
24612	61808009	Multiple endocrine neoplasia, type 2	Disorder	Condition	SNOMED	Valid	Standard
24909	55995005	Hereditary spherocytosis	Disorder	Condition	SNOMED	Valid	Standard
26069	190552005	Postablative testicular hypofunction	Disorder	Condition	SNOMED	Valid	Standard
27526	55602000	Nezelof's syndrome	Disorder	Condition	SNOMED	Valid	Standard
28127	30664006	Multiple endocrine neoplasia, type 1	Disorder	Condition	SNOMED	Valid	Standard
28714	111548007	Syndrome of diencephalo-hypophyseal origin	Disorder	Condition	SNOMED	Valid	Standard
29783	31323000	Severe combined immunodeficiency disease	Disorder	Condition	SNOMED	Valid	Standard
30501	28968001	Postlaminectomy syndrome of cervical region	Disorder	Condition	SNOMED	Invalid	Non-standard
31668	72082009	Acquired deformity of neck	Disorder	Condition	SNOMED	Valid	Standard
31884	35563005	Acquired diverticulum of esophagus	Disorder	Condition	SNOMED	Valid	Standard
72398	62918002	Arthropathy in Behcet's syndrome	Disorder	Condition	SNOMED	Valid	Standard
72399	201492003	Arthropathy in Behcet's syndrome of multiple sites	Disorder	Condition	SNOMED	Valid	Standard
72994	84801008	Jaccoud's syndrome	Disorder	Condition	SNOMED	Valid	Standard
73576	203676006	Acquired chest and rib deformity	Disorder	Condition	SNOMED	Invalid	Non-standard
73754	32914008	Restless legs	Disorder	Condition	SNOMED	Valid	Standard
73849	44950000	Acquired lordosis deformity of spine	Disorder	Condition	SNOMED	Valid	Standard
74396	41888000	Temporomandibular joint disorder	Disorder	Condition	SNOMED	Valid	Standard
74456	367393006	Acquired claw hand	Disorder	Condition	SNOMED	Valid	Standard
74720	201491005	Arthropathy in Behcet's syndrome of the ankle and/or foot	Disorder	Condition	SNOMED	Valid	Standard
74731	203357004	Hypertrophic osteoarthropathy	Disorder	Condition	SNOMED	Valid	Standard
74747	46101007	Acquired genu recurvatum	Disorder	Condition	SNOMED	Valid	Standard
75050	16979000	Acquired coxa valga	Disorder	Condition	SNOMED	Valid	Standard
75065	77567004	Acquired deformity of spine	Disorder	Condition	SNOMED	Valid	Standard
75096	27937002	Anterior cord syndrome due to open fracture of T7-T12 level	Disorder	Condition	SNOMED	Valid	Standard
75576	10743008	Irritable bowel syndrome	Disorder	Condition	SNOMED	Valid	Standard
75630	37432007	Postlaminectomy syndrome of thoracic region	Disorder	Condition	SNOMED	Invalid	Non-standard
75637	58407003	Acquired postural kyphosis	Disorder	Condition	SNOMED	Invalid	Non-standard
75863	197834003	Chronic interstitial cystitis	Disorder	Condition	SNOMED	Invalid	Non-standard
75908	82304009	Kissing spine	Disorder	Condition	SNOMED	Valid	Standard
75911	65358001	Acquired hallux valgus	Disorder	Condition	SNOMED	Valid	Standard
76122	35929003	Brown's tendon sheath syndrome	Disorder	Condition	SNOMED	Valid	Standard
76196	50442003	Palindromic rheumatism	Disorder	Condition	SNOMED	Valid	Standard
76388	239175003	Post-thoracotomy pain syndrome	Clinical Finding	Condition	SNOMED	Valid	Standard
76509	54583007	Acquired cubitus valgus	Disorder	Condition	SNOMED	Valid	Standard
76776	201490006	Arthropathy in Behcet's syndrome of the lower leg	Disorder	Condition	SNOMED	Invalid	Non-standard
76778	201489002	Arthropathy in Behcet's syndrome of the pelvic region and thigh	Disorder	Condition	SNOMED	Valid	Standard
76790	85551004	Hypermobility syndrome	Disorder	Condition	SNOMED	Valid	Standard
76791	67321002	Acquired deformity of hip	Disorder	Condition	SNOMED	Invalid	Non-standard
76801	36517007	Polyostotic fibrous dysplasia of bone	Disorder	Condition	SNOMED	Valid	Standard
77360	29087002	Acquired cubitus varus	Disorder	Condition	SNOMED	Valid	Standard
77639	33420007	Diffuse cervicobrachial syndrome	Disorder	Condition	SNOMED	Valid	Standard
77644	399114005	Adhesive capsulitis of shoulder	Disorder	Condition	SNOMED	Valid	Standard
77647	64298006	Mallet finger	Disorder	Condition	SNOMED	Valid	Standard
77965	1539003	Acquired trigger finger	Disorder	Condition	SNOMED	Valid	Standard
78257	78314001	Osteogenesis imperfecta	Disorder	Condition	SNOMED	Valid	Standard
78357	67224007	Reactive arthritis triad	Disorder	Condition	SNOMED	Valid	Standard
78524	26517000	Acquired deformity of finger	Disorder	Condition	SNOMED	Valid	Standard
78830	56528004	Post-dysenteric arthropathy	Disorder	Condition	SNOMED	Invalid	Non-standard
78838	5321004	Acquired deformity of knee	Disorder	Condition	SNOMED	Valid	Standard
78842	15444000	Acquired lordosis deformity of spine due to poor posture	Disorder	Condition	SNOMED	Valid	Standard
78854	9147009	Osteopoikilosis	Disorder	Condition	SNOMED	Valid	Standard
79145	398114001	Ehlers-Danlos syndrome	Disorder	Condition	SNOMED	Valid	Standard
79158	88405003	Open fracture of T7-T12 level with central cord syndrome	Disorder	Condition	SNOMED	Invalid	Non-standard
79804	77956009	Steinert myotonic dystrophy syndrome	Disorder	Condition	SNOMED	Valid	Standard
79833	13445001	Ménière's disease	Disorder	Condition	SNOMED	Valid	Standard
79864	53298000	Hematuria syndrome	Disorder	Condition	SNOMED	Valid	Standard
79916	6654000	Acquired hallux rigidus	Disorder	Condition	SNOMED	Valid	Standard
79917	42251007	Acquired deformity of toe	Disorder	Condition	SNOMED	Valid	Standard
80182	396230008	Dermatomyositis	Disorder	Condition	SNOMED	Valid	Standard
80504	52012001	Acquired genu valgum	Disorder	Condition	SNOMED	Valid	Standard
80512	413428007	Acquired kyphosis	Disorder	Condition	SNOMED	Valid	Standard
80819	16123003	Acquired hallux varus	Disorder	Condition	SNOMED	Valid	Standard
80838	62501005	Chondroectodermal dysplasia	Disorder	Condition	SNOMED	Valid	Standard
81097	57160007	Felty's syndrome	Disorder	Condition	SNOMED	Valid	Standard
81100	201488005	Arthropathy in Behcet's syndrome of the hand	Disorder	Condition	SNOMED	Valid	Standard
81106	64925008	Acquired genu varum	Disorder	Condition	SNOMED	Valid	Standard
81380	111234006	Cervical syndrome	Disorder	Condition	SNOMED	Valid	Standard
81656	201485008	Arthropathy in Behcet's syndrome of the shoulder region	Disorder	Condition	SNOMED	Valid	Standard
81660	17300000	Cervicocranial syndrome	Disorder	Condition	SNOMED	Valid	Standard
81948	12067001	Acquired coxa vara	Disorder	Condition	SNOMED	Valid	Standard
132392	200946001	Staphylococcal scalded skin syndrome	Disorder	Condition	SNOMED	Valid	Standard
132412	27151001	Post-laminectomy syndrome	Disorder	Condition	SNOMED	Valid	Standard
133857	17230005	Acquired deformity of limb	Disorder	Condition	SNOMED	Valid	Standard
134117	25147002	Subcorneal pustular dermatosis	Disorder	Condition	SNOMED	Valid	Standard
134331	8663007	Cauda equina syndrome without neurogenic bladder	Disorder	Condition	SNOMED	Valid	Standard
134442	89155008	Systemic sclerosis	Disorder	Condition	SNOMED	Valid	Standard
134461	30128009	Tietze's disease	Disorder	Condition	SNOMED	Valid	Standard
134569	34730008	Primate erythroparvovirus 1 infection	Disorder	Condition	SNOMED	Valid	Standard
134681	79962008	Diffuse spasm of esophagus	Disorder	Condition	SNOMED	Valid	Standard
134732	288245007	Acquired forearm deformity	Disorder	Condition	SNOMED	Valid	Standard
134734	111245009	Compartment syndrome	Disorder	Condition	SNOMED	Valid	Standard
135214	109992005	Polycythemia vera (clinical)	Disorder	Condition	SNOMED	Valid	Standard
135349	263264005	Compartment syndrome of upper limb due to traumatic injury	Disorder	Condition	SNOMED	Valid	Standard
135717	6342009	Injury at C1-C4 level with central cord syndrome AND without bone injury	Disorder	Condition	SNOMED	Invalid	Non-standard
135852	8004003	Teething syndrome	Clinical Finding	Condition	SNOMED	Valid	Standard
136243	52289006	Closed fracture of T1-T6 level with central cord syndrome	Disorder	Condition	SNOMED	Invalid	Non-standard
136309	42206007	Injury at T1-T6 level with anterior cord syndrome AND without bone injury	Disorder	Condition	SNOMED	Invalid	Non-standard
136949	398623004	Myelodysplastic syndrome with excess blasts	Disorder	Condition	SNOMED	Valid	Standard
136950	277597005	Myelodysplastic syndrome with isolated del(5q)	Disorder	Condition	SNOMED	Valid	Standard
137695	14493003	Anterior cord syndrome due to closed fracture of T1-T6 level	Disorder	Condition	SNOMED	Valid	Standard
137846	279060001	Unilateral shortlasting neuralgiform pain with conjunctival injection and tearing syndrome	Context-dependent	Observation	SNOMED	Invalid	Non-standard
137951	400166009	Acquired keratoderma	Disorder	Condition	SNOMED	Valid	Standard
137991	237542005	Sick-euthyroid syndrome	Disorder	Condition	SNOMED	Valid	Standard
138384	111566002	Acquired hypothyroidism	Disorder	Condition	SNOMED	Valid	Standard
138526	212385001	Compartment syndrome of lower limb due to traumatic injury	Disorder	Condition	SNOMED	Valid	Standard
138539	83092002	Shprintzen syndrome	Disorder	Condition	SNOMED	Invalid	Non-standard
138682	21954000	Herpes zoster auricularis	Disorder	Condition	SNOMED	Valid	Standard
138723	234376007	Acquired red cell aplasia	Disorder	Condition	SNOMED	Valid	Standard
138994	109995007	Myelodysplastic syndrome (clinical)	Disorder	Condition	SNOMED	Valid	Standard
139239	64684007	Injury at T1-T6 level with central cord syndrome AND without bone injury	Disorder	Condition	SNOMED	Invalid	Non-standard
140099	60576007	Subacute combined degeneration of spinal cord	Disorder	Condition	SNOMED	Valid	Standard
140489	72129000	Acquired acanthosis nigricans	Disorder	Condition	SNOMED	Valid	Standard
140823	40668007	Acquired musculoskeletal deformity	Disorder	Condition	SNOMED	Valid	Standard
141143	49497005	Anterior cord syndrome due to open fracture of T1-T6 level	Disorder	Condition	SNOMED	Valid	Standard
141651	73442001	Stevens-Johnson syndrome	Disorder	Condition	SNOMED	Valid	Standard
141831	77128003	DiGeorge sequence	Disorder	Condition	SNOMED	Invalid	Non-standard
192298	58381000	Hypersplenism	Disorder	Condition	SNOMED	Valid	Standard
192359	42399005	Renal failure syndrome	Disorder	Condition	SNOMED	Valid	Standard
192362	197591002	Nephrotic syndrome with membranoproliferative glomerulonephritis	Disorder	Condition	SNOMED	Valid	Standard
192364	197603000	Nephrotic syndrome associated with another disorder	Disorder	Condition	SNOMED	Valid	Standard
192422	79599002	Acquired deformity of pelvis	Disorder	Condition	SNOMED	Invalid	Non-standard
192592	71275003	Pseudoprimary hyperaldosteronism	Disorder	Condition	SNOMED	Invalid	Non-standard
192859	190538008	Postablative ovarian failure	Disorder	Condition	SNOMED	Valid	Standard
192885	47374004	Tarsal tunnel syndrome	Disorder	Condition	SNOMED	Valid	Standard
192901	39912006	Hereditary spastic paraplegia	Disorder	Condition	SNOMED	Valid	Standard
193186	12454008	Cauda equina syndrome with neurogenic urinary bladder	Disorder	Condition	SNOMED	Valid	Standard
193323	49817004	Neonatal diabetes mellitus	Disorder	Condition	SNOMED	Valid	Standard
193448	58639003	Doan-Wiseman syndrome	Disorder	Condition	SNOMED	Valid	Standard
193523	69186005	Broad ligament laceration syndrome	Disorder	Condition	SNOMED	Valid	Standard
194079	266480006	Post-surgical malabsorption	Disorder	Condition	SNOMED	Valid	Standard
194133	279039007	Low back pain	Clinical Finding	Condition	SNOMED	Valid	Standard
194393	9250002	Celiac artery compression syndrome	Disorder	Condition	SNOMED	Valid	Standard
194405	197590001	Nephrotic syndrome with membranous glomerulonephritis	Disorder	Condition	SNOMED	Valid	Standard
194686	105999006	Acquired renal cystic disease	Disorder	Condition	SNOMED	Valid	Standard
194985	80193009	Postgastric surgery syndrome	Disorder	Condition	SNOMED	Valid	Standard
194992	396331005	Celiac disease	Disorder	Condition	SNOMED	Valid	Standard
195212	47270006	Hypercortisolism	Disorder	Condition	SNOMED	Valid	Standard
195245	128079007	Reflex sympathetic dystrophy	Disorder	Condition	SNOMED	Invalid	Non-standard
195259	85007004	Meralgia paresthetica	Disorder	Condition	SNOMED	Valid	Standard
195289	50581000	Goodpasture's syndrome	Disorder	Condition	SNOMED	Valid	Standard
195314	52254009	Nephrotic syndrome	Disorder	Condition	SNOMED	Valid	Standard
195501	69878008	Polycystic ovaries	Disorder	Condition	SNOMED	Invalid	Non-standard
195625	35731002	Postlaminectomy syndrome of lumbar region	Disorder	Condition	SNOMED	Invalid	Non-standard
195737	102455002	Hemorrhagic nephroso-nephritis	Disorder	Condition	SNOMED	Invalid	Non-standard
195760	95263006	Sézary's disease of spleen	Disorder	Condition	SNOMED	Valid	Standard
195847	235675006	Gastroparesis syndrome	Disorder	Condition	SNOMED	Valid	Standard
195907	263262009	Rectus abdominis compartment syndrome due to traumatic injury	Disorder	Condition	SNOMED	Valid	Standard
196175	111443000	Congenital OR acquired abnormality of cervix affecting pregnancy	Disorder	Condition	SNOMED	Invalid	Non-standard
196369	267395000	Adrenogenital disorder	Disorder	Condition	SNOMED	Valid	Standard
196438	70668000	Acquired arteriovenous fistula of liver	Disorder	Condition	SNOMED	Valid	Standard
196455	51292008	Hepatorenal syndrome	Disorder	Condition	SNOMED	Valid	Standard
196715	82385007	Budd-Chiari syndrome	Disorder	Condition	SNOMED	Valid	Standard
196732	77225009	Blind loop syndrome	Disorder	Condition	SNOMED	Valid	Standard
196733	31273004	Urethral syndrome	Disorder	Condition	SNOMED	Valid	Standard
196792	10246004	Acquired claw foot	Disorder	Condition	SNOMED	Invalid	Non-standard
197253	111407006	Hemolytic uremic syndrome	Disorder	Condition	SNOMED	Valid	Standard
197319	197589005	Nephrotic syndrome with proliferative glomerulonephritis	Disorder	Condition	SNOMED	Valid	Standard
197320	14669001	Acute kidney injury	Disorder	Condition	SNOMED	Valid	Standard
197331	41368006	Disorder of urinary tract	Disorder	Condition	SNOMED	Valid	Standard
198185	90688005	Chronic renal failure	Disorder	Condition	SNOMED	Valid	Standard
198191	13483000	Acquired hypertrophic pyloric stenosis	Disorder	Condition	SNOMED	Valid	Standard
198465	33995003	Acquired megacolon	Disorder	Condition	SNOMED	Valid	Standard
198528	68701004	Acquired unequal leg length	Clinical Finding	Condition	SNOMED	Invalid	Non-standard
199064	111354009	Chronic vascular insufficiency of intestine	Disorder	Condition	SNOMED	Valid	Standard
199071	266549004	Nephrotic syndrome with minimal change glomerulonephritis	Disorder	Condition	SNOMED	Valid	Standard
199771	35868009	Carcinoid syndrome	Disorder	Condition	SNOMED	Valid	Standard
199775	61530001	Multiple endocrine neoplasia, type 2b	Disorder	Condition	SNOMED	Valid	Standard
199913	88562000	Acquired deformity of ankle AND/OR foot	Disorder	Condition	SNOMED	Valid	Standard
200444	90782003	Postcholecystectomy syndrome	Disorder	Condition	SNOMED	Valid	Standard
200458	198299001	Acquired atrophy of ovary and fallopian tube	Disorder	Condition	SNOMED	Valid	Standard
200791	267238003	Congenital or acquired abnormality of vagina in pregnancy, childbirth and the puerperium	Disorder	Condition	SNOMED	Invalid	Non-standard
200945	45129002	HTLV-1-associated myelopathy-tropical spastic paraparesis	Disorder	Condition	SNOMED	Invalid	Non-standard
201129	23688003	Hematemesis AND/OR melena due to swallowed maternal blood	Disorder	Condition	SNOMED	Invalid	Non-standard
201214	18504008	Toxic shock syndrome	Disorder	Condition	SNOMED	Valid	Standard
201218	74621002	Epidemic vomiting syndrome	Disorder	Condition	SNOMED	Valid	Standard
201347	39402007	Pelvic congestion syndrome	Disorder	Condition	SNOMED	Valid	Standard
201356	111445007	Congenital OR acquired abnormality of vulva affecting pregnancy	Disorder	Condition	SNOMED	Invalid	Non-standard
201397	5187006	Prune belly syndrome	Disorder	Condition	SNOMED	Valid	Standard
201894	91489000	Acute vascular insufficiency of intestine	Disorder	Condition	SNOMED	Valid	Standard
201920	111444006	Congenital OR acquired abnormality of vagina affecting pregnancy	Disorder	Condition	SNOMED	Invalid	Non-standard
252365	77182004	Membranous glomerulonephritis	Disorder	Condition	SNOMED	Valid	Standard
254062	372146004	Acute chest syndrome	Disorder	Condition	SNOMED	Valid	Standard
254443	83901003	Sjögren's syndrome	Disorder	Condition	SNOMED	Valid	Standard
254832	64617008	Injury at T7-T12 level with central cord syndrome AND without bone injury	Disorder	Condition	SNOMED	Invalid	Non-standard
255348	65323003	Polymyalgia rheumatica	Disorder	Condition	SNOMED	Valid	Standard
258540	19346006	Marfan's syndrome	Disorder	Condition	SNOMED	Valid	Standard
258828	95416007	Eosinophilia myalgia syndrome	Disorder	Condition	SNOMED	Valid	Standard
258866	46775006	Respiratory distress syndrome in the newborn	Disorder	Condition	SNOMED	Valid	Standard
260134	71186008	Croup	Disorder	Condition	SNOMED	Valid	Standard
261116	18283000	Acquired deformity of nose	Disorder	Condition	SNOMED	Valid	Standard
312334	85598007	Constrictive pericarditis	Disorder	Condition	SNOMED	Valid	Standard
312462	13194006	Anterior cord syndrome due to closed fracture of T7-T12 level	Disorder	Condition	SNOMED	Valid	Standard
312902	68267002	Benign intracranial hypertension	Disorder	Condition	SNOMED	Valid	Standard
313459	73430006	Sleep apnea	Disorder	Condition	SNOMED	Valid	Standard
313504	21877004	Osler hemorrhagic telangiectasia syndrome	Disorder	Condition	SNOMED	Valid	Standard
313792	12026006	Paroxysmal tachycardia	Disorder	Condition	SNOMED	Valid	Standard
313829	200112003	Maternal hypotension syndrome - delivered with postnatal problem	Disorder	Condition	SNOMED	Invalid	Non-standard
313867	7484005	Double outlet right ventricle	Disorder	Condition	SNOMED	Valid	Standard
314381	75053002	Acute febrile mucocutaneous lymph node syndrome	Disorder	Condition	SNOMED	Valid	Standard
314432	88887003	Maternal hypotension syndrome	Disorder	Condition	SNOMED	Valid	Standard
314664	9651007	Long QT syndrome	Disorder	Condition	SNOMED	Valid	Standard
315296	4557003	Preinfarction syndrome	Disorder	Condition	SNOMED	Valid	Standard
315327	200113008	Maternal hypotension syndrome with antenatal problem	Disorder	Condition	SNOMED	Invalid	Non-standard
316211	203681002	Acquired spondylolisthesis	Disorder	Condition	SNOMED	Valid	Standard
316280	28398002	Fat embolism as early complication of trauma	Disorder	Condition	SNOMED	Valid	Standard
316457	35265002	Mallory-Weiss syndrome	Disorder	Condition	SNOMED	Valid	Standard
319038	66189004	Postmyocardial infarction syndrome	Disorder	Condition	SNOMED	Invalid	Non-standard
320651	398447004	Severe acute respiratory syndrome	Disorder	Condition	SNOMED	Valid	Standard
321037	236489002	Cholesterol embolus syndrome	Disorder	Condition	SNOMED	Valid	Standard
321318	194828000	Angina pectoris	Disorder	Condition	SNOMED	Valid	Standard
321683	7550008	Transitory tachypnea of newborn	Disorder	Condition	SNOMED	Valid	Standard
321694	8183009	Closed fracture of T7-T12 level with central cord syndrome	Disorder	Condition	SNOMED	Invalid	Non-standard
372326	30358009	Acquired stenosis of external ear canal secondary to surgery	Disorder	Condition	SNOMED	Valid	Standard
372608	3298001	Amnestic disorder	Disorder	Condition	SNOMED	Valid	Standard
372610	40425004	Postconcussion syndrome	Disorder	Condition	SNOMED	Valid	Standard
372654	425882004	Paralytic syndrome as late effect of stroke	Disorder	Condition	SNOMED	Valid	Standard
372892	50122000	Metabolic encephalopathy	Disorder	Condition	SNOMED	Valid	Standard
373172	191494004	Amnestic disorder caused by drug	Disorder	Condition	SNOMED	Valid	Standard
373463	95658004	Cough headache syndrome	Clinical Finding	Condition	SNOMED	Valid	Standard
373497	87764000	Foster-Kennedy syndrome	Disorder	Condition	SNOMED	Valid	Standard
373766	415297005	Retinopathy of prematurity	Disorder	Condition	SNOMED	Valid	Standard
373995	2776000	Delirium	Disorder	Condition	SNOMED	Valid	Standard
374049	52353000	Acute mucoid otitis media	Disorder	Condition	SNOMED	Valid	Standard
374055	64009001	Basilar artery syndrome	Disorder	Condition	SNOMED	Valid	Standard
374357	193995004	Acquired stenosis of nasolacrimal duct	Disorder	Condition	SNOMED	Valid	Standard
374377	29426003	Paralytic syndrome	Disorder	Condition	SNOMED	Valid	Standard
374645	59603003	Phantom limb syndrome	Disorder	Condition	SNOMED	Invalid	Non-standard
374922	230481005	Idiopathic stabbing headache	Disorder	Condition	SNOMED	Valid	Standard
374940	79833006	Blepharophimosis syndrome	Disorder	Condition	SNOMED	Invalid	Non-standard
374946	2055003	Recurrent erosion of cornea	Disorder	Condition	SNOMED	Valid	Standard
374957	55989009	Acquired stenosis of external ear canal	Disorder	Condition	SNOMED	Valid	Standard
375187	67372006	Conjunctivitis due to acquired disseminated toxoplasmosis	Disorder	Condition	SNOMED	Valid	Standard
375241	74351001	Reye's syndrome	Disorder	Condition	SNOMED	Valid	Standard
375278	55719006	Acquired stenosis of external ear canal secondary to inflammation	Disorder	Condition	SNOMED	Valid	Standard
375475	17949000	Meningoencephalitis due to acquired toxoplasmosis	Disorder	Condition	SNOMED	Valid	Standard
375519	191480000	Alcohol withdrawal	Disorder	Condition	SNOMED	Valid	Standard
375551	47704002	Blepharochalasis	Disorder	Condition	SNOMED	Valid	Standard
376105	28055006	West syndrome	Disorder	Condition	SNOMED	Valid	Standard
376698	49823009	Internuclear ophthalmoplegia	Disorder	Condition	SNOMED	Valid	Standard
376714	195199008	Vertebrobasilar artery syndrome	Disorder	Condition	SNOMED	Valid	Standard
376938	19133005	Neurofibromatosis syndrome	Disorder	Condition	SNOMED	Valid	Standard
376978	53808001	Acquired night blindness	Disorder	Condition	SNOMED	Valid	Standard
376989	60318001	Duane's syndrome	Disorder	Condition	SNOMED	Valid	Standard
377271	26609002	Neuralgic amyotrophy	Disorder	Condition	SNOMED	Valid	Standard
377842	129606007	Frontal lobe syndrome	Disorder	Condition	SNOMED	Valid	Standard
377865	71676008	Acquired color vision deficiency	Disorder	Condition	SNOMED	Valid	Standard
378121	21000000	Idiosyncratic intoxication	Disorder	Condition	SNOMED	Invalid	Non-standard
378426	70673006	Abnormal innervation syndrome	Disorder	Condition	SNOMED	Valid	Standard
378427	46152009	Tear film insufficiency	Disorder	Condition	SNOMED	Valid	Standard
378433	14785004	Monofixation syndrome	Disorder	Condition	SNOMED	Valid	Standard
